id,label
14631000,1
14636000,1
14641000,1
14646000,1
14651000,1
14656000,1
14661000,1
14666000,1
14671000,1
14676000,1
14681000,1
14686000,1
14691000,0
14696000,2
14701000,2
14706000,2
14711000,1
14716000,1
14721000,1
14726000,1
14731000,1
14736000,1
14741000,1
14746000,1
14751000,1
14756000,1
14761000,1
14766000,0
14771000,0
14776000,0
14781000,2
14786000,2
14791000,2
14796000,2
14801000,2
14806000,2
14811000,0
19162000,3
19167000,3
19172000,3
19177000,3
19182000,3
19187000,3
19192000,3
19197000,3
19202000,1
19207000,1
19212000,1
19217000,1
19222000,1
19227000,1
19232000,1
19237000,1
19242000,1
19247000,1
19252000,1
19257000,1
19262000,1
19267000,1
19272000,1
19277000,1
19282000,1
19287000,1
19292000,3
19297000,3
19302000,3
19307000,3
19312000,3
19317000,3
19322000,3
19327000,3
19332000,3
19337000,3
19342000,3
19347000,3
19352000,3
19357000,3
19362000,3
19367000,3
19372000,3
19377000,3
19382000,3
19387000,3
19392000,3
19397000,3
19402000,3
19407000,3
19412000,3
19417000,3
19422000,1
19427000,1
19432000,3
19437000,1
19442000,1
19447000,1
19452000,1
19457000,3
19462000,3
19467000,1
19472000,1
19477000,1
19482000,1
19487000,1
19492000,1
19497000,1
19502000,1
19507000,0
19512000,0
19517000,3
19522000,3
19527000,3
19532000,3
19537000,3
19542000,3
19547000,3
19552000,3
19557000,3
19562000,3
19567000,3
19572000,3
19577000,3
19582000,3
19587000,3
19592000,3
19597000,2
19602000,2
19607000,2
19612000,2
19617000,2
19622000,2
19627000,2
19632000,2
19637000,3
19642000,2
19647000,2
19652000,2
19657000,2
19662000,2
19667000,2
19672000,2
19677000,2
19682000,2
19687000,2
19692000,2
19697000,2
19702000,2
19707000,2
19712000,2
19717000,2
19722000,2
19727000,2
19732000,2
19737000,2
19742000,2
19747000,2
19752000,2
19757000,2
20889000,1
20894000,1
20899000,1
20904000,1
20909000,1
20914000,1
20919000,1
20924000,3
20929000,3
20934000,1
20939000,1
20944000,1
20949000,1
20954000,1
20959000,1
20964000,1
20969000,1
20974000,1
20979000,1
20984000,1
20989000,1
20994000,3
20999000,1
21004000,1
21009000,1
21014000,1
21019000,1
21024000,1
21029000,1
21034000,1
21039000,1
21044000,1
21049000,1
21054000,1
21059000,1
21064000,1
21069000,1
21074000,3
21079000,3
21084000,1
21089000,1
21094000,1
21099000,1
21104000,1
21109000,1
21114000,1
21119000,1
21124000,1
21129000,1
21134000,1
21139000,1
21144000,1
21149000,1
21154000,1
21159000,1
21164000,1
21169000,1
21174000,1
21179000,1
21184000,1
21189000,1
21194000,1
21199000,1
21204000,1
21209000,1
21214000,1
21219000,1
21224000,1
21229000,1
21234000,1
21239000,1
21244000,1
21249000,1
21254000,1
21259000,1
21264000,3
21269000,3
21274000,3
21279000,3
21284000,1
21289000,1
21294000,1
21299000,1
21304000,1
21309000,1
21314000,1
21319000,1
21324000,1
21329000,1
21334000,1
21339000,1
21344000,1
21349000,1
21354000,1
21359000,1
21364000,1
21369000,1
21374000,1
21379000,1
21384000,1
21389000,1
21394000,1
21399000,1
21404000,1
21409000,1
21414000,1
21419000,1
21424000,1
21429000,1
21434000,1
21439000,1
21444000,1
21449000,1
21454000,1
21459000,1
21464000,1
21469000,1
21474000,1
21479000,1
21484000,1
22806000,1
22811000,1
22816000,1
22821000,1
22826000,1
22831000,1
22836000,1
22841000,1
22846000,1
22851000,1
22856000,1
22861000,1
22866000,1
22871000,1
22876000,1
22881000,1
22886000,1
22891000,1
22896000,1
22901000,1
22906000,1
22911000,1
22916000,1
22921000,1
22926000,1
22931000,1
22936000,1
22941000,1
22946000,1
22951000,1
22956000,1
22961000,1
22966000,1
22971000,1
22976000,1
22981000,1
22986000,1
22991000,1
22996000,1
23001000,1
23006000,1
23011000,1
23016000,1
23021000,1
23026000,1
23031000,1
23036000,1
23041000,1
23046000,1
23051000,1
23056000,1
23061000,1
23066000,1
23071000,1
23076000,1
23081000,1
23086000,1
23091000,1
23096000,1
23101000,1
23106000,1
23111000,1
23116000,1
23121000,1
23126000,1
23131000,3
23136000,3
23141000,3
23146000,3
23151000,1
23156000,1
23161000,1
23166000,1
23171000,1
23176000,1
23181000,1
23186000,1
23191000,1
23196000,1
23201000,1
23206000,1
23211000,1
23216000,1
23221000,1
23226000,1
23231000,1
23236000,1
23241000,1
23246000,1
23251000,1
23256000,1
23261000,1
23266000,1
23271000,1
23276000,1
23281000,1
23286000,1
23291000,1
23296000,1
23301000,1
23306000,1
23311000,1
23316000,1
23321000,1
23326000,1
23331000,1
23336000,1
23341000,1
23346000,1
23351000,1
23356000,1
23361000,1
23366000,1
23371000,1
23376000,1
23381000,1
23386000,1
23391000,1
23396000,1
23401000,1
27356000,1
27361000,1
27366000,1
27371000,1
27376000,1
27381000,1
27386000,1
27391000,1
27396000,1
27401000,1
27406000,1
27411000,1
27416000,1
27421000,1
27426000,1
27431000,1
27436000,1
27441000,1
27446000,1
27451000,1
27456000,1
27461000,1
27466000,1
27471000,3
27476000,1
27481000,1
27486000,1
27491000,3
27496000,1
27501000,3
27506000,3
27511000,3
27516000,3
27521000,3
27526000,3
27531000,3
27536000,2
27541000,2
27546000,2
27551000,2
27556000,2
27561000,2
27566000,2
27571000,1
27576000,1
27581000,1
27586000,1
27591000,1
27596000,1
27601000,1
27606000,1
27611000,1
27616000,1
27621000,1
27626000,1
27631000,1
27636000,1
27641000,1
27646000,2
27651000,2
27656000,2
27661000,2
27666000,2
27671000,2
27676000,2
27681000,2
27686000,2
27691000,2
27696000,2
27701000,2
27706000,2
27711000,2
27716000,2
27721000,2
27726000,2
27731000,2
27736000,2
27741000,2
27746000,2
27751000,2
27756000,2
27761000,3
27766000,3
27771000,2
27776000,2
27781000,2
27786000,3
27791000,3
27796000,3
27801000,3
27806000,3
27811000,3
27816000,3
27821000,3
27826000,3
27831000,3
27836000,3
27841000,3
27846000,3
27851000,3
27856000,3
27861000,3
27866000,2
27871000,2
27876000,2
27881000,2
27886000,2
27891000,2
27896000,2
27901000,2
27906000,2
27911000,2
27916000,2
27921000,2
27926000,2
27931000,2
27936000,2
27941000,2
27946000,2
27951000,2
30402000,1
30407000,1
30412000,1
30417000,1
30422000,1
30427000,1
30432000,1
30437000,1
30442000,1
30447000,1
30452000,1
30457000,1
30462000,1
30467000,1
30472000,1
30477000,1
30482000,1
30487000,1
30492000,1
30497000,1
30502000,1
30507000,1
30512000,1
30517000,1
30522000,1
30527000,1
30532000,1
30537000,1
30542000,1
30547000,1
30552000,1
30557000,1
30562000,1
30567000,1
30572000,1
30577000,1
30582000,1
30587000,1
30592000,1
30597000,1
30602000,1
30607000,1
30612000,1
30617000,1
30622000,1
30627000,1
30632000,1
30637000,1
30642000,1
30647000,1
30652000,1
30657000,1
30662000,1
30667000,1
30672000,1
30677000,1
30682000,1
30687000,1
30692000,1
30697000,1
30702000,1
30707000,1
30712000,1
30717000,1
30722000,1
30727000,1
30732000,1
30737000,1
30742000,1
30747000,1
30752000,1
30757000,1
30762000,1
30767000,1
30772000,1
30777000,1
30782000,1
30787000,1
30792000,1
30797000,1
30802000,1
30807000,1
30812000,1
30817000,1
30822000,1
30827000,1
30832000,1
30837000,1
30842000,1
30847000,1
30852000,1
30857000,1
30862000,1
30867000,1
30872000,1
30877000,1
30882000,1
30887000,1
30892000,1
30897000,1
30902000,1
30907000,1
30912000,1
30917000,1
30922000,1
30927000,1
30932000,1
30937000,1
30942000,1
30947000,1
30952000,1
30957000,1
30962000,1
30967000,1
30972000,1
30977000,1
30982000,1
30987000,1
30992000,1
30997000,1
31969000,1
31974000,1
31979000,1
31984000,1
31989000,1
31994000,1
31999000,1
32004000,1
32009000,1
32014000,1
32019000,1
32024000,1
32029000,1
32034000,1
32039000,1
32044000,1
32049000,1
32054000,1
32059000,1
32064000,1
32069000,1
32074000,1
32079000,1
32084000,1
32089000,1
32094000,1
32099000,1
32104000,1
32109000,1
32114000,1
32119000,1
32124000,1
32129000,1
32134000,1
32139000,1
32144000,1
32149000,1
32154000,1
32159000,1
32164000,1
32169000,1
32174000,1
32179000,1
32184000,1
32189000,1
32194000,1
32199000,1
32204000,1
32209000,1
32214000,1
32219000,1
32224000,1
32229000,1
32234000,1
32239000,1
32244000,1
32249000,1
32254000,1
32259000,1
32264000,1
32269000,1
32274000,1
32279000,1
32284000,1
32289000,1
32294000,1
32299000,1
32304000,1
32309000,1
32314000,1
32319000,1
32324000,1
32329000,1
32334000,3
32339000,3
32344000,3
32349000,3
32354000,3
32359000,3
32364000,3
32369000,3
32374000,3
32379000,3
32384000,3
32389000,3
32394000,1
32399000,1
32404000,3
32409000,3
32414000,3
32419000,3
32424000,3
32429000,3
32434000,1
32439000,1
32444000,1
32449000,1
32454000,1
32459000,1
32464000,1
32469000,1
32474000,1
32479000,1
32484000,1
32489000,1
32494000,1
32499000,1
32504000,1
32509000,1
32514000,1
32519000,1
32524000,1
32529000,1
32534000,1
32539000,1
32544000,1
32549000,1
32554000,1
32559000,1
32564000,1
35005000,1
35010000,1
35015000,1
35020000,1
35025000,1
35030000,1
35035000,1
35040000,1
35045000,1
35050000,1
35055000,1
35060000,1
35065000,1
35070000,1
35075000,1
35080000,1
35085000,1
35090000,1
35095000,3
35100000,3
35105000,3
35110000,3
35115000,3
35120000,3
35125000,3
35130000,3
35135000,3
35140000,3
35145000,3
35150000,3
35155000,3
35160000,3
35165000,1
35170000,1
35175000,1
35180000,1
35185000,1
35190000,1
35195000,1
35200000,1
35205000,1
35210000,1
35215000,1
35220000,1
35225000,1
35230000,1
35235000,1
35240000,1
35245000,1
35250000,1
35255000,3
35260000,3
35265000,3
35270000,3
35275000,3
35280000,3
35285000,3
35290000,3
35295000,3
35300000,3
35305000,3
35310000,3
35315000,3
35320000,3
35325000,3
35330000,3
35335000,1
35340000,1
35345000,1
35350000,1
35355000,1
35360000,1
35365000,1
35370000,1
35375000,1
35380000,1
35385000,1
35390000,1
35395000,1
35400000,1
35405000,1
35410000,1
35415000,1
35420000,1
35425000,1
35430000,1
35435000,1
35440000,1
35445000,3
35450000,3
35455000,3
35460000,3
35465000,3
35470000,3
35475000,3
35480000,3
35485000,3
35490000,3
35495000,3
35500000,3
35505000,3
35510000,3
35515000,3
35520000,3
35525000,3
35530000,3
35535000,3
35540000,3
35545000,3
35550000,1
35555000,1
35560000,1
35565000,1
35570000,1
35575000,1
35580000,1
35585000,3
35590000,1
35595000,1
35600000,1
43364000,1
43369000,1
43374000,1
43379000,1
43384000,1
43389000,1
43394000,1
43399000,1
43404000,1
43409000,1
43414000,1
43419000,1
43424000,1
43429000,1
43434000,1
43439000,1
43444000,1
43449000,1
43454000,1
43459000,1
43464000,1
43469000,1
43474000,1
43479000,1
43484000,3
43489000,3
43494000,3
43499000,3
43504000,3
43509000,3
43514000,3
43519000,3
43524000,3
43529000,3
43534000,3
43539000,3
43544000,3
43549000,3
43554000,3
43559000,3
43564000,3
43569000,3
43574000,3
43579000,3
43584000,3
43589000,3
43594000,3
43599000,3
43604000,3
43609000,1
43614000,1
43619000,1
43624000,1
43629000,1
43634000,1
43639000,1
43644000,1
43649000,1
43654000,1
43659000,1
43664000,1
43669000,1
43674000,1
43679000,1
43684000,3
43689000,3
43694000,3
43699000,3
43704000,3
43709000,3
43714000,3
43719000,3
43724000,3
43729000,3
43734000,3
43739000,3
43744000,3
43749000,3
43754000,3
43759000,3
43764000,1
43769000,1
43774000,1
43779000,1
43784000,1
43789000,1
43794000,1
43799000,1
43804000,1
43809000,1
43814000,1
43819000,1
43824000,1
43829000,1
43834000,1
43839000,1
43844000,1
43849000,1
43854000,1
43859000,1
43864000,3
43869000,3
43874000,3
43879000,3
43884000,3
43889000,3
43894000,3
43899000,3
43904000,3
43909000,3
43914000,3
43919000,3
43924000,3
43929000,3
43934000,3
43939000,3
43944000,3
43949000,3
43954000,3
43959000,1
